Involvement ID;Investor ID Downstream;Investor Name Downstream;Investor ID Upstream;Investor Name Upstream;Relation type;Investment type;Ownership share;Loan amount;Loan currency;Loan date;Comment
10428;42231;Palme d’Or;42235;Banque populaire maroco-centrrafricaine (BPMC);Tertiary investor/lender;Debt financing;;2500000000.0;;;Ecobank and the Banque populaire maroco-centrrafricaine (BPMC) contributed 2.5 billion CFA francs ($ 4.1 million) each
10429;42231;Palme d’Or;42232;Development Bank of Central African States (BDEAC);Tertiary investor/lender;Debt financing;;4000000000.0;;;A loan of 4 billion CFA francs (about more than $ 6.6 million)  to support the financing of a project.
10430;42231;Palme d’Or;42236;Ecobank  Centrafrique;Tertiary investor/lender;Debt financing;;2500000000.0;;;Ecobank and the Banque populaire maroco-centrrafricaine (BPMC), which contribute 2.5 billion CFA francs ($ 4.1 million) ea
10431;42208;Bavella B.V.;3119;PPF Group N.V.;Parent company;Shares/Equity;100.0;;;;
10433;42227;Unknown (Tanzania_492);42226;Unknown (Parent_Tanzania_492);Parent company;;;;;;
10434;4674;Industrial Development Corporation of Zambia;41357;Government of Zambia;Parent company;;100.0;;;;Industrial Development Corporation of Zambia Ltd, an investment company wholly-owned by the Zambian government.
10435;38657;"Chinese - Ukrainian Agricultural Company ""FANDA"" LLC";3544;Chinese Agricultural Corporation HuanFan Qu;Parent company;Shares/Equity;99.58;;;;
10443;37928;Dao-Heuang Group;2853;Dao Heuang Group;Parent company;;;;;;
10444;42241;Dingsheng Minerals;4577;Anhui Foreign Economic Construction (Group) Co., Ltd. (AFECC);Parent company;Shares/Equity;85.0;;;;
10445;42241;Dingsheng Minerals;42240;Empresa Moçambicana de Exploração Mineira (EMEM);Parent company;Shares/Equity;15.0;;;;
10446;42245;Goldenlay Limited;2952;African Agriculture Fund;Parent company;;100.0;;;;
10447;2952;African Agriculture Fund;1870;Phatisa Group Limited;Parent company;;;;;;Fund Manager to the African Agriculture Fund.
10448;42229;Greenfield SA;42228;Nana Bouba Group;Parent company;;;;;;
10449;1599;Zambeef Products PLC (Zambeef);4401;FMO (Netherlands Development Finance Company);Tertiary investor/lender;Debt financing;;;;;DEG, jointly with its partner FMO, provides to Zambeef a long-term loan of 15 million US-dollars for expansion investments.
10450;1599;Zambeef Products PLC (Zambeef);4402;DEG (Deutsche Investitions- und Entwicklungsgesellschaft);Tertiary investor/lender;Debt financing;;;;;DEG, jointly with its partner FMO, provides to Zambeef a long-term loan of 15 million US-dollars for expansion investments.
10452;42238;RASK LLC;40746;Goodvalley LLC;Parent company;Shares/Equity;100.0;;;;
10454;35562;RAV Agro-Pro LLC;42209;RAV Agro LLC;Parent company;Shares/Equity;85.0;;;;
10456;42243;Sh Rs Invest LLC;42242;Minomax Investments Limited;Parent company;Shares/Equity;99.0;;;;
10467;42246;BIDCO Uganda Ltd;1574;BIDCO Africa Limited;Parent company;;;;;;
10468;42246;BIDCO Uganda Ltd;143;Wilmar International Ltd;Parent company;;;;;;
10469;36170;Oil Palm Uganda Ltd.;42247;International Fund for Agricultural Development;Tertiary investor/lender;Debt financing;;52000000.0;;;"The UN International Fund for Agricultural Development (IFAD)  is ""directly overseeing"" the project after providing a $52 million loan."
10470;36170;Oil Palm Uganda Ltd.;3407;Kalangala Oil Palm Growers Trust;Parent company;;10.0;;;;
10471;36170;Oil Palm Uganda Ltd.;42246;BIDCO Uganda Ltd;Parent company;;90.0;;;;
10472;39680;Silverlands Ndolela Limited;984;CDC Group plc;Tertiary investor/lender;Debt financing;;;;;
10473;39680;Silverlands Ndolela Limited;3124;Silverstreet Capital;Parent company;;;;;;
10476;42258;Unknown (505_Tanzania);42257;Unknown (505_Tanzania PC);Parent company;;;;;;
10477;42260;Unknown (218_Tanzania OC);42259;Unknown (218_Tanzania PC);Parent company;;;;;;
10478;42262;Unknown_1(6330_Tanzania OC);42261;Unknown_1(6330_Tanzania PC);Parent company;;;;;;
10479;42265;Unknown_2(6330_Tanzania OC);42264;Unknown_2 (6330_Tanzania PC);Parent company;;;;;;
10480;42267;Unknown_3 (6330_Tanzania OC);42266;Unknown_3 (6330_Tanzania PC);Parent company;;;;;;
10490;42280;Unknown (CAMEC_3);41904;Central African Mining and Exploration Company;Parent company;;;;;;Parent company
10493;42272;MHC (Services) Limited;42271;Norma Investments Limited;Parent company;Shares/Equity;100.0;;;;
10494;35925;Indùstrias Florestais de Manica, SARL;1305;Komatiland Forests;Parent company;Shares/Equity;80.0;;;;
10495;35925;Indùstrias Florestais de Manica, SARL;2093;Government of Mozambique;Parent company;Shares/Equity;20.0;;;;20 percent is owned by the Instituto de Gestão das Participações do Estado (IGEPE), the entity of the Mozambique Ministry of Economy and Finance responsible for managing Stated Owned Enterprises in Mozambique.
10496;1305;Komatiland Forests;42274;South African Forestry Company (SAFCOL);Parent company;;;;;;Komatiland Forests, a subsidiary of the South African government owned South African Forestry Company (SAFCOL)
10497;41262;Horyal Investments Holdings Company Limited;3426;Uttam Sucrotech International PVT LTD;Parent company;;;;;;
10498;41332;Atiak Sugar Factory (#163805);3016;Government of Uganda;Parent company;Shares/Equity;44.0;69000000000.0;;;
10499;41332;Atiak Sugar Factory (#163805);41262;Horyal Investments Holdings Company Limited;Parent company;Shares/Equity;56.0;;;;
10500;42225;Unknown (TAnzania_344);42222;Unkown _Parent(Tanzania_344);Parent company;;;;;;
10502;41321;Sierra Tropical Limited (STL);41410;Sierra Tropical Investment Company;Parent company;;;;;;
10503;41321;Sierra Tropical Limited (STL);41772;Multilateral Investment Guarantee Agency;Tertiary investor/lender;Debt financing;;36000000.0;;;MIGA has issued $36 million in guarantees for the design, construction and operation of a facility in southern Sierra Leone that will cultivate, harvest and process pineapples and other tropical fruit for export.
10504;41410;Sierra Tropical Investment Company;41191;Dole Asia Holdings PTE Ltd;Parent company;;;;;;
10506;35255;Adani Ports and Special Economic Zone Limited (APSEZ);35256;Adani Power Private Ltd;Parent company;;;;;;
10507;35255;Adani Ports and Special Economic Zone Limited (APSEZ);541;Mundra Port and Special Economic Zone Ltd. (MPSEZL);Parent company;;;;;;
10508;35255;Adani Ports and Special Economic Zone Limited (APSEZ);2211;Adani Group;Parent company;;;;;;
10509;39273;Twangiza Mining SARL;42287;Baiyin International Investments of China;Parent company;;;;;;Banro corporation sold its Twangiza mine to minority shareholder Baiyin International Investments of China (which previously owned 32%)  for $1 on Jan 17.
10510;1773;Baobab Resources PLC;42288;Baobab Resources Limited;Parent company;Shares/Equity;;;;;
10511;42273;Capitol Resources;1773;Baobab Resources PLC;Parent company;Shares/Equity;;;;;
10512;42273;Capitol Resources;41508;International Finance Corporation (IFC);Tertiary investor/lender;Shares/Equity;15.0;;;;Pledged to provide up to $3.6 million in exploration activities at its Tete project area and in 2009—$400,000 for a 15 percent joint venture stake (Tete project).
10513;35351;Argentina Gold Corporation Inc;3021;GoldCorp Inc;Parent company;;;;;;
10516;36507;Maple Energy PLC. in Peru;1950;Maple Energy PLC;Parent company;;;;;;
10517;39790;Union Dicon Plc In Kogi State;4971;Union Dicon Plc;Parent company;;;;;;
10518;36814;Unknown (Ridge Solutions, in Angola, deal 3481);932;Ridge Solutions;Parent company;;;;;;
10519;36815;Unknown (Ridge Solutions, in Angola, deal 3482);932;Ridge Solutions;Parent company;;;;;;
10520;36816;Unknown (Ridge Solutions, in Angola, deal 3483);932;Ridge Solutions;Parent company;;;;;;
10531;42284;Trapani Fresh;39063;FGF Trapani SRL;Parent company;;49.0;;;;
10532;42284;Trapani Fresh;42283;Limoneira Company;Parent company;;51.0;;;;
10533;42275;Privat-Agro-Bilozir`ya LLC;42254;Purple Pearl Limited;Parent company;;100.0;;;;
10536;39476;MNG Gold Liberia Inc;4715;Avesoro Jersey Limited;Parent company;Shares/Equity;90.0;;;;
10537;39476;MNG Gold Liberia Inc;41196;Government of Liberia;Parent company;Shares/Equity;10.0;;;;
10539;42290;Ncondezi Coal Company Mozambique, LDA;42240;Empresa Moçambicana de Exploração Mineira (EMEM);Parent company;Shares/Equity;5.0;;;;Under the agreement, the government-owned Mozambican Mining Exploration Company will be granted a 5% free carry in shares of NCCML.
10540;42290;Ncondezi Coal Company Mozambique, LDA;42289;Ncondezi Energy Limited;Parent company;Shares/Equity;;;;;
10541;42293;Dobrynia LLC;42292;SDI LLC;Parent company;Shares/Equity;99.99;;;;
10542;42292;SDI LLC;42210;Sucden Group;Parent company;Shares/Equity;100.0;;;;
10543;42295;Studenetsk flour mill JSC;42292;SDI LLC;Parent company;;;;;;
10544;42296;Agroservis LLC;42212;Sucden Lipetsk LLC;Parent company;Shares/Equity;100.0;;;;
10545;35689;Sannati Agro Farm Enterprises Pvt Ltd (Ethiopia Branch);2426;Sannati Group;Parent company;;;;;;https://opencorporates.com/companies/in/U01403AP2010PTC067558
10547;34846;Koh Kong Sugar Company Ltd;2145;Khon Kaen Sugar Industry Public Company Limited;Parent company;;70.0;;;;
10548;34846;Koh Kong Sugar Company Ltd;2322;Ve Wong Corporation;Parent company;;30.0;;;;
10550;36052;MukayaPayam Cooperative;1445;Nile Trading & Development;Parent company;Shares/Equity;60.0;;;;
10551;37106;Akewa Group of Companies (Liberia) Incorporated;2200;Akewa Global Services;Parent company;;100.0;;;;AKEWA GLOBAL SERVICES LTD also had a registered office in United Kingdom (https://opencorporates.com/companies/gb/07925682).
10552;36750;Bassa Logging & Timber Corporation;42300;BASSA LOGGING AND TIMBER AS;Parent company;Shares/Equity;;;;;
10553;35655;SG Sustainable Oils Cameroon, Ltd. (SGSOC);2860;Herakles Capital;Parent company;Shares/Equity;100.0;;;;
10557;42301;Trigon Rufiji Rice company;42302;Unknown iinvestors (90% of the special purpose vehicle);Parent company;Shares/Equity;90.0;;;;
10558;42301;Trigon Rufiji Rice company;4329;James Maynard;Parent company;Shares/Equity;10.0;;;;
10560;37688;Mufindi Paper Mills Limited;41254;Rai Group Limited;Parent company;;;;;;
10561;42303;Uspenskyi Agropromsojuz LLC;42292;SDI LLC;Parent company;Shares/Equity;80.0;;;;
10562;42297;Agrofirma Eletskyi LLC;42296;Agroservis LLC;Parent company;Shares/Equity;100.0;;;;
10563;42299;Agrosnabsahar LLC;42297;Agrofirma Eletskyi LLC;Parent company;Shares/Equity;64.0;;;;
10564;42299;Agrosnabsahar LLC;42296;Agroservis LLC;Parent company;Shares/Equity;7.0;;;;
10565;42299;Agrosnabsahar LLC;42298;Rassvet JSC;Parent company;Shares/Equity;29.0;;;;
10566;42244;Zernovaia Compania LLC;42243;Sh Rs Invest LLC;Parent company;Shares/Equity;100.0;;;;"Under the Register, it is known, that the Ägsen Property"" LLC is owned by ""Sh Rs Invest"" LLC (100%)."
10567;42244;Zernovaia Compania LLC;41246;PJSC Sberbank of Russia;Tertiary investor/lender;Debt financing;;;;;Sberbank signed credit agreements with Sovkhoz-Vesna JSC (Saratov Region) and Zernovaya Kompaniya LLC (Penza Region) for a total amount of 230 mln roubles. These funds will be used to purchase seeds, fertilisers, and oil and lubricants.
10568;42212;Sucden Lipetsk LLC;42211;Sucres et Denrees;Parent company;Shares/Equity;98.0;;;;
10572;41889;Vedanta Limited;2391;Vedanta Resources;Parent company;Shares/Equity;50.0;;;;
10573;38729;Bea Mountain Mining Corporation (BMMC);4715;Avesoro Jersey Limited;Parent company;;55.0;;;;
10574;38729;Bea Mountain Mining Corporation (BMMC);3682;Avesoro Resources Inc;Parent company;Shares/Equity;45.0;;;;
10576;38729;Bea Mountain Mining Corporation (BMMC);42311;Nedbank Limited;Tertiary investor/lender;Debt financing;;;;;
10577;38729;Bea Mountain Mining Corporation (BMMC);42312;Rand Merchant Bank (RMB);Tertiary investor/lender;Debt financing;;;;;
10583;3682;Avesoro Resources Inc;4715;Avesoro Jersey Limited;Parent company;;;;;;
10584;42310;Western Cluster Limited;41889;Vedanta Limited;Parent company;Shares/Equity;100.0;;;;Vedanta limited-previously known as Sesa Goa ltd/Sesa Sterlite Ltd
10585;42314;Bio Lat LLC;40517;Bio Verde LLC;Parent company;Shares/Equity;99.0;;;;
10588;42127;MK Group LLC;42125;Agri Holding AG;Parent company;Shares/Equity;11.0;;;;Information is under the Agency for Bussiness Registers.
10589;42127;MK Group LLC;42126;Wheat Corn Holding BV Amsterdam;Parent company;Shares/Equity;87.0;;;;Information is under the Agency for Bussiness Registers.
10590;42127;MK Group LLC;4778;EBRD (European Bank of Reconstruction and Development);Tertiary investor/lender;;;;;2011-06-28;Project Cost €80 million. The EBRD is considering providing a loan to MK Group and Sunoko.
10591;42127;MK Group LLC;4401;FMO (Netherlands Development Finance Company);Tertiary investor/lender;Debt financing;;;;;"Signing date - 2013-09-27; Total FMO financing - EUR 15.00 MLN"
10592;41918;Pivden Agro Invest LLC;41929;TNA Corporate Solutions LLC;Parent company;Shares/Equity;100.0;;;;
10594;39636;Nyva LLC;5027;Cacique Limited;Parent company;Shares/Equity;100.0;;;;
10595;39722;Bopolu Development Corporation (BODECO);4936;Unknown (Bopolu Development Corporation (BPDECO));Parent company;;;;;;
10597;42317;Sodruzhestvo LLC;42316;Vesna LLC;Parent company;Shares/Equity;100.0;;;;
10603;42328;CK Power Public Company LTd;40220;Ch. Karnchang Public Company;Parent company;Shares/Equity;31.9;;;;
10605;42326;Nam Ngum 2 Power Company Ltd;40082;Electricité du Laos;Parent company;Shares/Equity;25.0;;;;
10606;42326;Nam Ngum 2 Power Company Ltd;42327;SouthEast Asia Energy Ltd;Parent company;Shares/Equity;75.0;;;;
10612;42322;Twigg Exploration & Mining Limitada;42321;Syrah Resources Ltd;Parent company;Shares/Equity;;;;;
10613;42319;Grafex Limitada (Grafex);42318;Triton Minerals Limited;Parent company;Shares/Equity;;;;;
10614;42319;Grafex Limitada (Grafex);42320;Jinan Hi-Tech;Tertiary investor/lender;Debt financing;;;;;An interim debt financing of £1.12m (A$2m) was secured from China’s state-owned infrastructure development company Jinan Hi-Tech for the development of the project in July 2019.
10623;42331;New Forests Company Tanzania UK Limited;1517;New Forests Company Holdings;Parent company;Shares/Equity;87.0;;;;
10624;42331;New Forests Company Tanzania UK Limited;1531;Government of Tanzania;Parent company;Shares/Equity;13.0;;;;
10626;41052;UNIFRUTTI (Laysun Service Co., Ltd);41051;Unifrutti International Holdings Ltd.;Parent company;;;;;;
10627;42316;Vesna LLC;42315;"""Indicia"" CJSC";Parent company;Shares/Equity;96.0;;;;
10629;42333;Koral LLC;42334;Rebrykhynskyi Leskhoz LLC;Parent company;Shares/Equity;33.0;;;;
10630;42333;Koral LLC;42332;Aleusskyi Les LLC;Parent company;Shares/Equity;67.0;;;;
10631;42334;Rebrykhynskyi Leskhoz LLC;42333;Koral LLC;Parent company;Shares/Equity;100.0;;;;
10632;42332;Aleusskyi Les LLC;42334;Rebrykhynskyi Leskhoz LLC;Parent company;Shares/Equity;51.0;;;;
10633;42332;Aleusskyi Les LLC;42333;Koral LLC;Parent company;Shares/Equity;49.0;;;;
10634;41138;Rinaldi Liliana Haydee;41139;Agropecuaria Centro S.A.;Parent company;;;;;;
10635;41031;SACHA RUPASKA SA;41167;Mendez Ezcurra, Luis Maria;Parent company;;;;;;
10642;38560;Wami Agriculture Company Limited;42330;Envision Consulting (T) Limited;Parent company;Shares/Equity;100.0;;;;
10643;36856;New Forests Company (Tanzania limited);42331;New Forests Company Tanzania UK Limited;Parent company;Shares/Equity;100.0;;;;
10644;38559;Montara Land Company;42330;Envision Consulting (T) Limited;Parent company;;;;;;
10645;42329;Unknown (Montara Continental Ltd);42330;Envision Consulting (T) Limited;Parent company;;;;;;
10646;36942;Montara Continental;1768;Woodbois Ltd;Parent company;Shares/Equity;100.0;;;;
10647;4557;Argento Ltd;36942;Montara Continental;Parent company;Shares/Equity;100.0;;;;
10648;38915;Argento Mozambique Lda;4557;Argento Ltd;Parent company;;;;;;
10649;38915;Argento Mozambique Lda;4558;Local representative;Parent company;;;;;;
10650;39285;Liberian Hardwood Corporation;42347;Aissha and Mustapha (A&M) Enterprise Incorporated;Parent company;;;;;;
10651;36731;Envirotrade Mozambique Limitada (EML);2179;Envirotrade;Parent company;;;;;;
10656;38982;"Plantations Socfinaf Ghana Ltd ""PSG""";42364;SOCFINAF S.A.;Parent company;Shares/Equity;100.0;;;;Holding company of SOCFIN to manage its operations in Africa.
10658;42364;SOCFINAF S.A.;168;Bolloré Group;Parent company;Shares/Equity;0.5;;;;Part of the Bolloré Group.
10659;42364;SOCFINAF S.A.;41766;Compagnie des Glénans;Parent company;Shares/Equity;0.4;;;;Part of the Bolloré Group
10660;42364;SOCFINAF S.A.;41763;Compagnie du Cambodge;Parent company;Shares/Equity;7.0;;;;Part of the Bolloré Group
10661;42364;SOCFINAF S.A.;946;Société Financière des Caoutchoucs (Socfin SA);Parent company;Shares/Equity;59.0;;;;The influence of SOCFIN is increased with another 8.9% through shareholders belonging to the Bolloré Group.
10663;38570;Agripalma;42364;SOCFINAF S.A.;Parent company;Shares/Equity;88.0;;;;
10664;38570;Agripalma;4108;São Tomé State;Parent company;;12.0;;;;
10670;35766;Kimminic Estates;1120;Kimminic Corporation;Parent company;;75.0;;;;
10671;35766;Kimminic Estates;42373;Nkoranza Traditional Council;Parent company;;25.0;;;;Joint venture partner with 25% annual profit share agreement for the activities related to the plantations on its land.
10676;42346;West africa farms;42351;G.S-fresh;Parent company;;100.0;;;;
